timestamp,open,high,low,close,volume,quote_volume
1704068100000,0.1872,0.18888,0.1871,0.18807,1410058.8,265346.329199
1704069000000,0.18807,0.19025,0.18782,0.18958,592598.9,112230.337343
1704069900000,0.18958,0.19032,0.18763,0.1896,895864.5,169493.397506
1704070800000,0.1896,0.18974,0.18872,0.18872,385135.9,72852.547265
1704071700000,0.18872,0.18935,0.188,0.18833,220380.5,41538.11662
1704072600000,0.18833,0.19003,0.18799,0.18932,382470.6,72439.474023
1704073500000,0.18932,0.18991,0.18833,0.18833,208450.4,39445.252791
1704074400000,0.18833,0.18913,0.18802,0.18859,321925,60646.916235
1704075300000,0.18859,0.1892,0.18824,0.18869,114666.9,21656.863499
1704076200000,0.18869,0.1892,0.18758,0.18795,202209.2,38068.64338
1704077100000,0.18795,0.18831,0.18734,0.18763,200011.2,37533.965306
1704078000000,0.18763,0.18792,0.1868,0.18681,213346.4,39956.276268
1704078900000,0.18681,0.18816,0.18626,0.18659,465217.5,87088.024346
1704079800000,0.18659,0.18741,0.18547,0.18585,209000.9,38944.308196
1704080700000,0.18585,0.18602,0.18511,0.18554,233565.9,43319.633876
1704081600000,0.18554,0.18697,0.18546,0.18589,470251.5,87623.246811
1704082500000,0.18589,0.1864,0.18434,0.18605,325601,60347.811963
1704083400000,0.18605,0.18749,0.18592,0.18684,193870.3,36251.135866
1704084300000,0.18684,0.18767,0.18643,0.18696,443462.8,83002.318068
1704085200000,0.18696,0.18794,0.18653,0.18786,377920.2,70731.245666
1704086100000,0.18786,0.18816,0.18697,0.18758,1054279.9,197890.813285
1704087000000,0.18758,0.1889,0.18712,0.1882,942796.6,177477.209314
1704087900000,0.1882,0.1882,0.18667,0.18693,254243.4,47602.099618
1704088800000,0.18693,0.18774,0.18631,0.18746,266284.6,49823.749448
1704089700000,0.18746,0.18833,0.18694,0.18822,329930.5,61815.515118
1704090600000,0.18822,0.18874,0.18712,0.18872,545043.5,102260.933983
1704091500000,0.18872,0.19095,0.18872,0.19028,2820902.1,536645.584605
1704092400000,0.19028,0.19232,0.19023,0.1916,1682382.3,321707.68169
1704093300000,0.1916,0.19184,0.18945,0.1904,1262283.7,240319.067583
1704094200000,0.1904,0.19296,0.19021,0.19239,1373441.9,263823.065913
1704095100000,0.19239,0.19303,0.19116,0.19182,833395.8,160052.625218
1704096000000,0.19182,0.19303,0.1913,0.19291,663656.4,127594.183943
1704096900000,0.19291,0.19648,0.19291,0.19494,2825870.6,551355.544504
