CCI;EMA;LEVERAGE;RATIO;MAX_ORDERS;ATR_Length;Coeff;Profit;Trade Count;Profitable Trade Percentage;Max Drawdown;Test Date
28;2;15;0,85;1;117;4,46;35,06;49;71,43;3,83;1722240512154
