CCI;EMA;LEVERAGE;RATIO;MAX_ORDERS;ATR_Length;Coeff;Profit;Trade Count;Profitable Trade Percentage;Max Drawdown;Test Date
91;199;12;2,93;2;198;3,85;-96,40;15;40,00;97,26;1721223843395
6;76;6;0,98;10;174;4,35;0,10;382;42,93;9,51;1721262491218
23;81;3;3,46;3;25;9,49;-11,13;8;25,00;15,33;1721559493521
274;273;15;1,21;8;101;1,80;-4,13;32;50,00;5,91;1721837929694
168;166;14;0,94;3;6;0,50;29,94;63;68,25;5,98;1721965865713
20;12;15;0,83;1;97;4,86;27,60;57;71,93;3,25;1722177479202
